project_id	original_url	local_archive
glasslab-codepen-hdshy-rnravzr-liquid-glass-for-web	https://codepen.io/hdshy/pen/RNravZr	/Users/lekan/Dev/aero-twitter-glass-lab/_reference_vault/reference-library/codepen-extracted/liquid-glass-for-web/liquid-glass-for-web/
